label,text_length,word_count,sentiment,avg_word_length,unique_word_ratio,label_encoded
real,1599,256,0.14806885822510818,5.25,0.8515625,0
real,1321,215,0.1482483930211203,5.148837209302326,0.8930232558139535,0
fake,1326,213,-0.007933947772657454,5.230046948356808,0.9061032863849765,1
fake,1461,237,0.10386002886002886,5.168776371308017,0.8523206751054853,1
fake,1363,218,0.14983333333333337,5.256880733944954,0.8623853211009175,1
real,1547,248,0.043652777777777776,5.241935483870968,0.8629032258064516,0
fake,1449,230,0.05297805642633229,5.304347826086956,0.8521739130434782,1
real,1113,177,0.05504535147392291,5.293785310734464,0.864406779661017,0
fake,1198,192,0.027060023310023308,5.244791666666667,0.90625,1
real,1536,247,-0.027882882882882886,5.222672064777328,0.8663967611336032,0
fake,1382,221,0.16110576666132223,5.257918552036199,0.9004524886877828,1
fake,1233,199,0.05143716577540108,5.201005025125628,0.8793969849246231,1
fake,1350,221,0.032457912457912456,5.113122171945701,0.8733031674208145,1
fake,1473,235,0.08689814814814817,5.272340425531915,0.8723404255319149,1
real,1272,206,0.135078125,5.179611650485437,0.8786407766990292,0
fake,1583,253,-0.0007094757094757103,5.260869565217392,0.9011857707509882,1
real,1386,221,-0.02632850241545892,5.276018099547511,0.8868778280542986,0
fake,1253,199,0.018783068783068783,5.301507537688442,0.8743718592964824,1
real,1177,192,0.15642857142857142,5.135416666666667,0.890625,0
real,1082,177,0.08392857142857142,5.11864406779661,0.9152542372881356,0
fake,1392,223,-0.03997402597402598,5.246636771300448,0.8923766816143498,1
fake,1239,194,0.04848484848484848,5.391752577319588,0.8711340206185567,1
real,1277,202,0.11293706293706295,5.326732673267327,0.8712871287128713,0
fake,1192,186,0.03253968253968254,5.413978494623656,0.8924731182795699,1
fake,1274,207,0.10954259860509862,5.159420289855072,0.8502415458937198,1
fake,1532,248,0.12225993703266433,5.181451612903226,0.8104838709677419,1
real,1236,197,0.05501855287569574,5.279187817258883,0.868020304568528,0
real,1287,205,-0.01645854145854146,5.282926829268293,0.9073170731707317,0
fake,1550,252,0.11805555555555558,5.154761904761905,0.8452380952380952,1
fake,1255,196,0.14254850088183424,5.408163265306122,0.8877551020408163,1
real,1348,218,0.041798941798941794,5.1880733944954125,0.9036697247706422,0
fake,1599,262,0.02241379310344827,5.106870229007634,0.8587786259541985,1
fake,1525,249,0.18212184873949583,5.128514056224899,0.8594377510040161,1
real,1246,191,0.13394751082251083,5.528795811518324,0.900523560209424,0
real,1593,259,0.1749307862679956,5.154440154440154,0.8648648648648649,0
real,1597,258,0.0636904761904762,5.1937984496124034,0.8410852713178295,0
real,1366,219,0.09903846153846155,5.242009132420091,0.867579908675799,0
fake,1381,225,0.07482389686337057,5.142222222222222,0.8711111111111111,1
real,1264,203,0.041493055555555554,5.231527093596059,0.9014778325123153,0
real,1265,204,-0.04692857142857143,5.205882352941177,0.9068627450980392,0
real,1339,217,0.1609325396825397,5.175115207373272,0.9032258064516129,0
real,1498,235,0.1332263814616756,5.378723404255319,0.8553191489361702,0
fake,1550,248,0.07689158667419538,5.254032258064516,0.842741935483871,1
real,1596,260,-0.023835034013605427,5.142307692307693,0.8461538461538461,0
fake,1625,264,0.02283411033411033,5.159090909090909,0.8598484848484849,1
fake,1642,265,0.044919590643274866,5.2,0.8490566037735849,1
fake,1203,191,0.048675595238095254,5.303664921465969,0.8952879581151832,1
fake,1547,251,0.08473577235772359,5.1673306772908365,0.8406374501992032,1
fake,1512,249,0.13825396825396824,5.076305220883534,0.8955823293172691,1
fake,1506,248,0.06521825396825395,5.076612903225806,0.8508064516129032,1
fake,1284,206,0.06470046082949307,5.237864077669903,0.8737864077669902,1
fake,1337,215,0.1621212121212121,5.223255813953489,0.8883720930232558,1
fake,1539,248,0.07022084195997239,5.209677419354839,0.8467741935483871,1
fake,1396,231,-0.0017282196969696934,5.0476190476190474,0.9004329004329005,1
real,1301,204,0.04572118702553487,5.382352941176471,0.9068627450980392,0
fake,1148,185,0.11061904761904762,5.210810810810811,0.9027027027027027,1
real,1265,202,0.15502946127946127,5.267326732673268,0.9158415841584159,0
real,1718,268,0.09530812324929973,5.414179104477612,0.8582089552238806,0
fake,1139,185,0.07356060606060606,5.162162162162162,0.9243243243243243,1
fake,1456,235,0.0920954620092551,5.2,0.8808510638297873,1
real,1286,205,0.05254329004329005,5.278048780487805,0.8926829268292683,0
fake,1606,254,0.10775518341307817,5.326771653543307,0.8976377952755905,1
fake,1665,271,0.05450128700128699,5.14760147601476,0.8856088560885609,1
real,1600,260,0.09782377344877345,5.157692307692308,0.85,0
real,1245,201,0.04765325670498085,5.199004975124378,0.8706467661691543,0
real,1399,228,0.17835097001763667,5.140350877192983,0.8947368421052632,0
real,1181,193,0.05101010101010102,5.124352331606218,0.9015544041450777,0
real,1608,253,0.15261456023651143,5.359683794466403,0.841897233201581,0
real,1535,249,0.05385401635401635,5.168674698795181,0.8433734939759037,0
fake,1668,261,0.06571115288220553,5.394636015325671,0.8390804597701149,1
fake,1292,209,0.2233537296037296,5.186602870813397,0.8851674641148325,1
fake,1376,225,0.09288537549407117,5.12,0.9066666666666666,1
fake,1365,221,0.07206740019240021,5.180995475113122,0.9276018099547512,1
fake,1265,207,0.07586219336219338,5.115942028985507,0.8840579710144928,1
real,1256,206,0.06157372039724981,5.101941747572815,0.883495145631068,0
real,1514,245,0.05598484848484852,5.183673469387755,0.8571428571428571,0
real,1436,230,0.11500000000000002,5.247826086956522,0.8347826086956521,0
fake,1745,277,0.08736592111592113,5.303249097472924,0.8267148014440433,1
real,1259,200,0.10202690166975881,5.3,0.885,0
real,1410,227,-0.04898989898989899,5.215859030837004,0.9118942731277533,0
real,1258,200,0.12936507936507938,5.295,0.885,0
fake,1301,210,0.1340686274509804,5.2,0.8714285714285714,1
fake,1354,223,0.22692307692307695,5.076233183856503,0.8565022421524664,1
fake,1487,243,0.14517195767195767,5.1234567901234565,0.8847736625514403,1
real,1607,270,0.18018768768768767,4.955555555555556,0.8777777777777778,0
fake,1185,196,0.10441849816849816,5.051020408163265,0.8877551020408163,1
real,1457,229,0.125518341307815,5.366812227074236,0.868995633187773,0
real,1335,216,0.175249333999334,5.185185185185185,0.875,0
real,1578,250,0.10881696428571429,5.316,0.884,0
real,1142,186,0.0756243756243756,5.145161290322581,0.8817204301075269,0
fake,1578,252,0.03681175595238095,5.265873015873016,0.876984126984127,1
fake,1528,245,0.10567460317460317,5.240816326530612,0.8816326530612245,1
real,1434,232,0.06956414797323887,5.185344827586207,0.853448275862069,0
real,1614,264,0.04557615840949174,5.117424242424242,0.8143939393939394,0
real,1534,246,0.05083333333333334,5.239837398373984,0.8577235772357723,0
fake,1537,245,0.10498060966810965,5.277551020408163,0.8612244897959184,1
fake,1601,259,0.13480412230412223,5.185328185328185,0.8416988416988417,1
fake,1486,238,0.03159722222222223,5.2478991596638656,0.8865546218487395,1
fake,1488,236,0.08174603174603177,5.309322033898305,0.864406779661017,1
fake,1575,254,0.07351190476190476,5.2047244094488185,0.8622047244094488,1
fake,1442,236,-0.06101190476190473,5.114406779661017,0.864406779661017,1
fake,1256,199,0.12192973692973695,5.316582914572864,0.9045226130653267,1
fake,1649,269,0.11464739229024948,5.133828996282528,0.8475836431226765,1
fake,1263,200,0.22635822510822506,5.32,0.905,1
fake,1569,256,0.0809920634920635,5.1328125,0.8828125,1
fake,1298,204,0.08343621399176955,5.367647058823529,0.8970588235294118,1
fake,1509,244,0.1031666666666667,5.188524590163935,0.8934426229508197,1
real,1692,269,0.054941116231438825,5.29368029739777,0.862453531598513,0
real,1223,198,0.11119929453262788,5.181818181818182,0.8939393939393939,0
real,1441,231,0.11218434343434346,5.242424242424242,0.8571428571428571,0
real,1602,251,0.01855158730158732,5.386454183266932,0.8247011952191236,0
fake,1389,225,0.06798128342245992,5.177777777777778,0.8488888888888889,1
real,1187,193,0.009036796536796551,5.155440414507772,0.8860103626943006,0
real,1647,267,0.1207722832722833,5.1722846441947565,0.8764044943820225,0
real,1433,233,0.10020812520812519,5.15450643776824,0.8540772532188842,0
real,1236,199,-0.005648148148148143,5.21608040201005,0.8844221105527639,0
real,1450,236,0.07138812366085093,5.148305084745763,0.8940677966101694,0
real,1449,231,0.08612657184085755,5.2770562770562774,0.8874458874458875,0
fake,1209,198,-0.002999999999999994,5.111111111111111,0.898989898989899,1
fake,1568,251,0.06929212762546096,5.250996015936255,0.8725099601593626,1
fake,1305,211,0.029322022063957554,5.18957345971564,0.8862559241706162,1
real,1529,245,0.10776289682539685,5.244897959183674,0.8857142857142857,0
real,1366,225,0.12072349106831866,5.075555555555556,0.8355555555555556,0
fake,1331,220,-0.04651234567901235,5.054545454545455,0.8136363636363636,1
real,1642,262,0.04791825821237586,5.270992366412214,0.8664122137404581,0
real,1479,242,0.05337837837837839,5.115702479338843,0.8636363636363636,0
fake,1664,265,0.09743326118326118,5.283018867924528,0.8301886792452831,1
fake,1546,252,0.17947368421052634,5.138888888888889,0.8492063492063492,1
real,1625,263,0.10500000000000001,5.182509505703422,0.8631178707224335,0
real,1300,208,0.14166666666666664,5.2548076923076925,0.875,0
real,1214,199,0.017333333333333333,5.105527638190955,0.8793969849246231,0
real,1211,195,0.13579545454545452,5.2153846153846155,0.8358974358974359,0
real,1581,257,0.09231680920705312,5.155642023346304,0.8482490272373541,0
real,1706,276,0.076985236985237,5.184782608695652,0.8369565217391305,0
real,1161,192,0.11859012199921291,5.052083333333333,0.8854166666666666,0
real,1218,199,0.12777340504613235,5.125628140703518,0.8693467336683417,0
real,1320,213,0.12669439935064936,5.2018779342723,0.8732394366197183,0
fake,1257,199,0.11368923222371498,5.321608040201005,0.8793969849246231,1
real,1205,196,0.05506349206349207,5.153061224489796,0.8928571428571429,0
real,1224,195,0.06246867167919801,5.282051282051282,0.8461538461538461,0
fake,1646,273,0.07204932601274065,5.032967032967033,0.8498168498168498,1
fake,1466,234,0.002222222222222238,5.269230769230769,0.8290598290598291,1
real,1583,258,0.10605623332896061,5.1395348837209305,0.8875968992248062,0
real,1610,255,0.04932873376623377,5.317647058823529,0.8313725490196079,0
real,1508,246,0.07024286987522281,5.134146341463414,0.8414634146341463,0
fake,1531,251,0.1406443466927338,5.103585657370518,0.8804780876494024,1
fake,1246,199,0.07404761904761906,5.266331658291457,0.8994974874371859,1
fake,1314,205,0.06149267399267399,5.414634146341464,0.8975609756097561,1
real,1609,270,0.07702861952861956,4.962962962962963,0.8666666666666667,0
fake,1247,198,0.04082993197278912,5.303030303030303,0.898989898989899,1
real,1134,180,0.08189102564102566,5.305555555555555,0.9222222222222223,0
real,1539,248,0.030170068027210884,5.209677419354839,0.8387096774193549,0
real,1469,230,0.10830687830687834,5.391304347826087,0.8826086956521739,0
fake,1361,218,0.1055654761904762,5.247706422018348,0.8761467889908257,1
real,1203,194,0.21528486394557822,5.206185567010309,0.8865979381443299,0
real,1464,235,-0.0029081632653061183,5.23404255319149,0.8723404255319149,0
real,1376,227,0.05129319510898459,5.066079295154185,0.8546255506607929,0
fake,1366,220,0.04016666666666668,5.213636363636364,0.8954545454545455,1
real,1474,236,0.07832671957671956,5.25,0.8813559322033898,0
real,1323,213,0.12888814616755795,5.215962441314554,0.863849765258216,0
fake,1645,272,0.14136584741423452,5.051470588235294,0.8566176470588235,1
real,1252,201,0.13485714285714287,5.233830845771144,0.8905472636815921,0
real,1372,228,0.10301075268817204,5.021929824561403,0.8508771929824561,0
real,1531,248,0.049713804713804696,5.17741935483871,0.875,0
real,1195,193,0.14213659147869676,5.196891191709844,0.9015544041450777,0
fake,1720,274,0.0896875,5.281021897810219,0.8284671532846716,1
real,1600,257,0.2187389770723104,5.229571984435798,0.8482490272373541,0
fake,1188,191,0.13061904761904763,5.225130890052356,0.9109947643979057,1
real,1281,207,0.01737340941886396,5.193236714975845,0.8695652173913043,0
real,1706,272,0.057162698412698415,5.275735294117647,0.8455882352941176,0
fake,1650,264,0.08578703703703702,5.253787878787879,0.8484848484848485,1
fake,1182,194,0.08898809523809527,5.097938144329897,0.9329896907216495,1
fake,1195,193,0.10883838383838386,5.196891191709844,0.8860103626943006,1
fake,1611,265,0.1199468085106383,5.083018867924529,0.8452830188679246,1
fake,1278,202,-0.00716666666666666,5.3316831683168315,0.8910891089108911,1
fake,1319,211,0.013302620802620806,5.2559241706161135,0.8909952606635071,1
fake,1536,252,0.02365800865800867,5.099206349206349,0.8611111111111112,1
real,1527,252,0.0662037037037037,5.063492063492063,0.876984126984127,0
real,1492,243,0.04029519331243469,5.1440329218107,0.8600823045267489,0
real,1399,227,0.10271978021978025,5.167400881057269,0.8986784140969163,0
real,1292,210,0.13120659722222225,5.1571428571428575,0.9047619047619048,0
real,1468,244,0.09798850574712645,5.020491803278689,0.8483606557377049,0
fake,1442,231,0.09562500000000003,5.246753246753247,0.8441558441558441,1
real,1319,215,0.02834848484848485,5.1395348837209305,0.8790697674418605,0
real,1565,248,0.10486846486846485,5.314516129032258,0.875,0
real,1166,187,-0.04266666666666666,5.240641711229946,0.93048128342246,0
fake,1688,270,0.1933687258687259,5.2555555555555555,0.8666666666666667,1
fake,1297,212,0.1464179841897233,5.122641509433962,0.8584905660377359,1
fake,1633,253,0.03918099647266314,5.458498023715415,0.8379446640316206,1
real,1615,258,0.04207957957957959,5.263565891472868,0.8527131782945736,0
fake,1297,207,0.14244318181818186,5.270531400966184,0.9130434782608695,1
fake,1630,262,-0.01806563534504711,5.2251908396946565,0.8702290076335878,1
real,1391,227,-0.04904970760233916,5.13215859030837,0.8722466960352423,0
fake,1601,254,0.10100223850223845,5.307086614173229,0.8385826771653543,1
real,1292,212,0.1141093474426808,5.099056603773585,0.8632075471698113,0
fake,1343,215,0.06000000000000001,5.251162790697674,0.8511627906976744,1
fake,1110,186,0.06557539682539683,4.973118279569892,0.8817204301075269,1
fake,1536,247,0.015346320346320351,5.222672064777328,0.8744939271255061,1
real,1468,238,0.01332010582010582,5.1722689075630255,0.8529411764705882,0
fake,1168,195,0.15798611111111113,4.994871794871795,0.8923076923076924,1
fake,1522,237,0.07539173789173786,5.4261603375527425,0.8945147679324894,1
real,1700,266,0.12294372294372294,5.394736842105263,0.8270676691729323,0
real,1189,190,0.0481060606060606,5.2631578947368425,0.8842105263157894,0
fake,1503,242,-0.04086963383838385,5.214876033057851,0.8636363636363636,1
fake,1583,260,0.060855855855855866,5.092307692307692,0.8692307692307693,1
fake,1234,201,0.023611111111111117,5.144278606965174,0.8706467661691543,1
real,1572,254,0.05248257839721255,5.192913385826771,0.8622047244094488,0
fake,1498,241,0.0542584940312213,5.219917012448133,0.9004149377593361,1
fake,1322,209,0.0663690476190476,5.330143540669856,0.8899521531100478,1
real,1561,253,0.04455128205128205,5.173913043478261,0.857707509881423,0
fake,1586,255,0.13337542087542087,5.223529411764706,0.8627450980392157,1
fake,1283,205,0.028748006379585328,5.263414634146342,0.8634146341463415,1
real,1230,198,0.08354938271604936,5.217171717171717,0.898989898989899,0
real,1170,190,0.043836088154269974,5.163157894736842,0.8736842105263158,0
fake,1207,198,0.035555555555555556,5.101010101010101,0.8939393939393939,1
fake,1299,211,0.12873015873015872,5.161137440758294,0.8720379146919431,1
fake,1312,218,0.06974235441977378,5.022935779816514,0.8990825688073395,1
real,1406,230,0.10955342902711324,5.1173913043478265,0.8565217391304348,0
real,1678,273,0.04358630952380953,5.1501831501831505,0.8241758241758241,0
real,1360,217,0.024256854256854254,5.271889400921659,0.8617511520737328,0
fake,1694,274,0.06852813852813852,5.186131386861314,0.8321167883211679,1
fake,1621,259,0.11249999999999999,5.262548262548263,0.8455598455598455,1
fake,1306,209,0.11619644723092999,5.253588516746412,0.8803827751196173,1
real,1359,220,-0.00723180076628352,5.181818181818182,0.8818181818181818,0
real,1572,255,0.10176166426166428,5.1686274509803924,0.8784313725490196,0
fake,1623,257,0.07044347697756788,5.319066147859922,0.8599221789883269,1
fake,1180,191,0.15034893267651886,5.183246073298429,0.8795811518324608,1
fake,1234,199,0.05009264069264068,5.206030150753769,0.8944723618090452,1
fake,1567,253,0.08478653530377671,5.1976284584980235,0.8814229249011858,1
fake,1198,195,-0.020302228635561973,5.148717948717949,0.8717948717948718,1
real,1560,248,0.06254761904761906,5.294354838709677,0.8790322580645161,0
real,1324,214,-0.0004464285714285401,5.191588785046729,0.8551401869158879,0
real,1639,257,0.05514949494949496,5.381322957198444,0.8560311284046692,0
real,1639,264,0.10250000000000001,5.212121212121212,0.8295454545454546,0
fake,1533,242,0.021778711484593833,5.338842975206612,0.8553719008264463,1
real,1463,235,0.11237781036168135,5.229787234042553,0.8765957446808511,0
fake,1606,259,0.10764631610219846,5.204633204633205,0.8803088803088803,1
real,1355,210,0.09798534798534798,5.457142857142857,0.8904761904761904,0
fake,1197,191,0.02603230103230103,5.272251308900524,0.9109947643979057,1
fake,1708,270,0.05281531531531532,5.32962962962963,0.837037037037037,1
real,1327,208,0.14785454545454546,5.384615384615385,0.9038461538461539,0
fake,1163,190,0.09285714285714285,5.126315789473685,0.9368421052631579,1
fake,1690,265,0.11902308802308806,5.381132075471698,0.8566037735849057,1
real,1310,207,0.12384370015948966,5.333333333333333,0.8985507246376812,0
real,1547,254,0.08491071428571426,5.094488188976378,0.8385826771653543,0
real,1666,271,0.0856163677592249,5.1512915129151295,0.8450184501845018,0
real,1673,268,0.11074561403508773,5.246268656716418,0.8470149253731343,0
real,1732,272,0.0497704315886134,5.3713235294117645,0.8455882352941176,0
fake,1393,230,0.04280864197530865,5.060869565217391,0.8956521739130435,1
real,1326,211,0.008585858585858593,5.289099526066351,0.8767772511848341,0
real,1435,231,0.16544566544566544,5.216450216450217,0.8658008658008658,0
fake,1272,204,0.07193627450980394,5.240196078431373,0.8921568627450981,1
real,1527,243,0.028750979179550613,5.288065843621399,0.8888888888888888,0
real,1570,250,0.09553571428571427,5.284,0.86,0
fake,1626,264,0.08880377435064936,5.162878787878788,0.8787878787878788,1
fake,1189,191,0.05481837606837607,5.230366492146596,0.8952879581151832,1
fake,1754,281,0.05523879914123816,5.245551601423488,0.8612099644128114,1
fake,1169,183,0.03765151515151516,5.39344262295082,0.912568306010929,1
fake,1217,195,0.022222222222222223,5.246153846153846,0.9025641025641026,1
real,1598,259,0.08810733384262798,5.173745173745174,0.8532818532818532,0
fake,1694,269,0.10997023809523811,5.301115241635688,0.8438661710037175,1
fake,1364,220,0.023096741221741213,5.204545454545454,0.8681818181818182,1
real,1364,223,0.12559974747474745,5.121076233183857,0.8654708520179372,0
real,1487,239,0.10768025078369908,5.2259414225941425,0.8577405857740585,0
real,1388,225,0.051180555555555556,5.173333333333333,0.8844444444444445,0
fake,1349,218,0.06832852332852332,5.192660550458716,0.8715596330275229,1
fake,1525,252,0.08773638642059696,5.055555555555555,0.8650793650793651,1
fake,1154,189,0.05873333333333333,5.111111111111111,0.8677248677248677,1
fake,1417,220,0.04410511363636364,5.445454545454545,0.8909090909090909,1
real,1618,262,0.10848794063079778,5.179389312977099,0.8320610687022901,0
real,1149,182,0.11259573759573761,5.318681318681318,0.9120879120879121,0
fake,1650,261,0.05839002267573699,5.325670498084291,0.8659003831417624,1
real,1125,182,-0.011400462962962968,5.186813186813187,0.8846153846153846,0
fake,1123,182,0.06868932834841927,5.175824175824176,0.8736263736263736,1
real,1516,241,0.032241379310344834,5.2946058091286305,0.9253112033195021,0
fake,1243,203,0.16932330827067668,5.12807881773399,0.8669950738916257,1
fake,1485,233,0.11216362466362466,5.377682403433476,0.8927038626609443,1
fake,1608,256,0.17256961145850033,5.28515625,0.8828125,1
fake,1673,265,0.10347176079734223,5.316981132075472,0.8377358490566038,1
real,1666,267,0.0845925925925926,5.2434456928838955,0.8689138576779026,0
fake,1373,227,0.08895833333333335,5.052863436123348,0.8854625550660793,1
real,1106,174,0.06339285714285715,5.362068965517241,0.9482758620689655,0
fake,1544,247,0.12705342902711322,5.255060728744939,0.8259109311740891,1
real,1451,232,-0.047894265232974916,5.258620689655173,0.8706896551724138,0
fake,1382,223,0.07076923076923076,5.201793721973094,0.8475336322869955,1
fake,1457,233,0.1165420438147711,5.257510729613734,0.8841201716738197,1
fake,1310,205,-0.009505208333333333,5.3951219512195125,0.8829268292682927,1
fake,1560,255,0.08413569189431261,5.12156862745098,0.8627450980392157,1
fake,1538,253,0.07812213039485766,5.08300395256917,0.8735177865612648,1
fake,1566,244,0.09962146091456436,5.422131147540983,0.8360655737704918,1
fake,1487,236,0.053783446712018144,5.305084745762712,0.8728813559322034,1
fake,1197,194,0.04981884057971013,5.175257731958763,0.8917525773195877,1
real,1580,252,0.11932323232323232,5.273809523809524,0.8571428571428571,0
real,1152,186,0.15202922077922076,5.198924731182796,0.9032258064516129,0
fake,1192,189,0.22221243042671615,5.3121693121693125,0.8359788359788359,1
real,1776,275,0.15201754385964916,5.461818181818182,0.8545454545454545,0
fake,1337,215,0.1574438582251082,5.223255813953489,0.8930232558139535,1
real,1537,252,0.06141975308641979,5.103174603174603,0.8809523809523809,0
real,1616,258,0.10523459383753503,5.267441860465116,0.8372093023255814,0
fake,1389,223,0.13899110149110144,5.233183856502242,0.9147982062780269,1
real,1129,183,0.16453598484848486,5.174863387978142,0.907103825136612,0
fake,1207,192,-0.039861111111111104,5.291666666666667,0.8854166666666666,1
real,1542,250,0.054863654863654875,5.172,0.872,0
real,1483,239,0.045878378378378395,5.2092050209205025,0.8661087866108786,0
fake,1152,190,-0.05731979660551089,5.068421052631579,0.8736842105263158,1
fake,1413,229,0.09948559670781894,5.17467248908297,0.8995633187772926,1
real,1624,262,0.03126876876876876,5.202290076335878,0.8549618320610687,0
real,1574,248,0.10250626566416039,5.350806451612903,0.8629032258064516,0
real,1629,264,0.09444940476190473,5.174242424242424,0.8484848484848485,0
real,1232,199,0.2394736842105263,5.1959798994974875,0.8693467336683417,0
real,1289,206,0.0011008522727272603,5.262135922330097,0.8689320388349514,0
fake,1285,208,0.14333333333333334,5.1826923076923075,0.8942307692307693,1
real,1327,215,0.07162183055040197,5.176744186046512,0.8558139534883721,0
fake,1558,254,0.11785714285714281,5.137795275590551,0.8622047244094488,1
fake,1346,220,0.12481435231435234,5.122727272727273,0.8772727272727273,1
fake,1438,233,-7.839721254355157e-05,5.175965665236052,0.8884120171673819,1
real,1238,197,0.09654195011337868,5.289340101522843,0.9238578680203046,0
